lemma,cat,def,etym,étymologie étendue,déclinaison,fam,proc,aff,rad,etym_mean,lang,base,etym_fam
phrase,Nom commun,"['Séquence de propositions ordonnées en fonction des règles de la grammaire, permettant de décrire quelque chose.']",['Du latin phrasis.'],"[['Du grec ancien φράσις, phrasis (« parole »).'], ['De φράζω, phrázô (« mettre en tête, expliquer, énoncer, dire »).'], 'Parole.']",[],"['antiphrase', 'paraphrase', 'paraphraser', 'phrasé', 'phraséologie', 'phraser', 'phraserie', 'phraseur', 'rephraser', 'charabia', 'antiphrastique', 'phrasaire', 'phrase', 'phrasette', 'phraseuse', 'phrasier', 'phrasounette', 'phrastique']",[],"['phr-', 'frasi-']",,"[['phrasis', 'parole'], ['φράσις', 'parole'], ['φράζω', 'mettre en tête, expliquer, énoncer, dire']]",grec ancien,phrase,"['antiphrase', 'paraphrase', 'paraphraser', 'phrasé', 'phraséologie', 'phraser', 'phraserie', 'phraseur', 'rephraser', 'charabia', 'antiphrastique', 'phrasaire', 'phrase', 'phrasette', 'phraseuse', 'phrasier', 'phrasounette', 'phrastique']"
fauteuil,Nom commun,"['Siège comportant des accotoirs, et un dossier.']","['Du moyen français fauteuil, de l’ancien français faldestoed (XIIᵉ siècle), faudestuel (1165-1170) (Chrétien de Troyes), issu du vieux-francique *faldistôl (« siège pliant »).', 'Voir falten Stuhl en allemand, pour des équivalents modernes des composés du mot.']",[],[],"['chesterfield', 'fauteuil']",[],['*'],faldestoed,"[{'étymon': 'faldestoed', 'sens': 'siège pliant'}, {'étymon': 'faldestuel', 'sens': 'siège pliant'}]",ancien français,faldestuel,['chesterfield']
rare,Adjectif,['Qui est en petit nombre ; qui se trouve difficilement.'],['Du latin rārus (« rare »).'],"[['Le sens propre est « épars, peu dru ». Le Dictionnaire étymologique latin ne donne pas de racine, tentons de l’expliquer par le rhotacisme du radical rasus de rado et raripilus est intermédiaire entre « qui a le poil ras » et « qui a le poil rare ».'], ""Épars, qui n'est pas dru, peu serré, peu épais, disséminé, clairsemé, éloigné.""]","[{'form': 'rară', 'tags': ['singular', 'feminine', 'nominative']}, {'form': 'rarum', 'tags': ['singular', 'neuter', 'nominative']}, {'form': 'rarī', 'tags': ['plural', 'masculine', 'nominative']}, {'form': 'rarae', 'tags': ['plural', 'feminine', 'nominative']}, {'form': 'rară', 'tags': ['plural', 'neuter', 'nominative']}, {'form': 'rare', 'tags': ['singular', 'masculine', 'vocative']}, {'form': 'rară', 'tags': ['singular', 'feminine', 'vocative']}, {'form': 'rarum', 'tags': ['singular', 'neuter', 'vocative']}, {'form': 'rarī', 'tags': ['plural', 'masculine', 'vocative']}, {'form': 'rarae', 'tags': ['plural', 'feminine', 'vocative']}, {'form': 'rară', 'tags': ['plural', 'neuter', 'vocative']}, {'form': 'rarum', 'tags': ['singular', 'masculine', 'accusative']}, {'form': 'rarăm', 'tags': ['singular', 'feminine', 'accusative']}, {'form': 'rarum', 'tags': ['singular', 'neuter', 'accusative']}, {'form': 'rarōs', 'tags': ['plural', 'masculine', 'accusative']}, {'form': 'rarās', 'tags': ['plural', 'feminine', 'accusative']}, {'form': 'rară', 'tags': ['plural', 'neuter', 'accusative']}, {'form': 'rarī', 'tags': ['singular', 'masculine', 'genitive']}, {'form': 'rarae', 'tags': ['singular', 'feminine', 'genitive']}, {'form': 'rarī', 'tags': ['singular', 'neuter', 'genitive']}, {'form': 'rarōrŭm', 'tags': ['plural', 'masculine', 'genitive']}, {'form': 'rarārŭm', 'tags': ['plural', 'feminine', 'genitive']}, {'form': 'rarōrŭm', 'tags': ['plural', 'neuter', 'genitive']}, {'form': 'rarō', 'tags': ['singular', 'masculine', 'dative']}, {'form': 'rarae', 'tags': ['singular', 'feminine', 'dative']}, {'form': 'rarō', 'tags': ['singular', 'neuter', 'dative']}, {'form': 'rarīs', 'tags': ['plural', 'masculine', 'dative']}, {'form': 'rarīs', 'tags': ['plural', 'feminine', 'dative']}, {'form': 'rarīs', 'tags': ['plural', 'neuter', 'dative']}, {'form': 'rarō', 'tags': ['singular', 'masculine', 'ablative']}, {'form': 'rarā', 'tags': ['singular', 'feminine', 'ablative']}, {'form': 'rarō', 'tags': ['singular', 'neuter', 'ablative']}, {'form': 'rarīs', 'tags': ['plural', 'masculine', 'ablative']}, {'form': 'rarīs', 'tags': ['plural', 'feminine', 'ablative']}, {'form': 'rarīs', 'tags': ['plural', 'neuter', 'ablative']}]","['raréfaction', 'raréfiable', 'raréfié', 'raréfier', 'rarement', 'rareté', 'rarissime', 'rare', 'rarissimitude']",[],"['r-', 'ar-']",r,"[['rārus', 'épars, peu dru'], ['rasus', 'épars'], ['rado', None], ['raripilus', 'Qui a le poil ras ; Qui a le poil rare']]",latin,rare,"['raréfaction', 'raréfiable', 'raréfié', 'raréfier', 'rarement', 'rareté', 'rarissime']"
manger,Verbe,['Mâcher et avaler un aliment dans le but de se nourrir.'],"['Du moyen français manger, de l’ancien français mangier, issu du latin manducare (« mâcher » et « manger » en latin populaire »), lui-même issu de mandere (« manger »). L’italien mangiare est sans conteste d’origine gallo-romane. Une évolution de manducare conforme aux lois de l’évolution phonétique de l’italien aurait donné *mandocare. De même, en occitan, manjar est dû à la langue d’oïl. référence nécessaire (résoudre le problème)']",['Infinitif de manduco.'],[],"['entremanger', 'entremangerie', 'mangeable', 'mangeaille', 'mangeailler', 'mangeoire', 'mangeotter', 'mangerie', 'mangeur', 'mangeure', 'mangeüre', 'mangeuse', 'mangeux', 'remanger', 'bouffer', 'becqueter', 'daba', 'grailler', 'miamer', 'damer', 's’alimenter', 'tchoper', 'bâfrer', 'ingurgiter', 's’empiffrer', 'manducateur', 'manducation', 'manducatoire', 'jeûner', 'comestibilité', 'comestible', 'géophagisme', 'immangeable', 'incomestible', 'mangeage', 'mangement', 'manger']",[],['manduco'],mang,"[['manducare', 'mâcher et avaler un aliment dans le but de se nourrir.'], ['manducare', 'mâcher']]",latin,manger,"['entremanger', 'entremangerie', 'mangeable', 'mangeaille', 'mangeailler', 'mangeoire', 'mangeotter', 'mangerie', 'mangeur', 'mangeure', 'mangeüre', 'mangeuse', 'mangeux', 'remanger', 'bouffer', 'becqueter', 'daba', 'grailler', 'miamer', 'damer', 's’alimenter', 'tchoper', 'bâfrer', 'ingurgiter', 's’empiffrer', 'manducateur', 'manducation', 'manducatoire', 'jeûner', 'comestibilité', 'comestible', 'géophagisme', 'immangeable', 'incomestible', 'mangeage', 'mangement', 'manger']"
fin,Nom commun 1,"[""Ce qui termine une chose, en marque la limite, en est l'extrémité.""]","[') Du latin fīnis (« confins, frontière, limite, borne, clôture ») dont est issu fīnīre (« borner, finir, cesser »).']","[['D’un ancien verbe *fiuo (« ficher [en terre, en paix] »)\u202f^([1]), dont le perfectif est figo (« ficher, fixer »). On fichait en terre des bornes pour limiter les territoires (→ voir meta), de là le sens de « frontière, but », etc.'], 'Borne, limite, clôture.']","[{'form': 'finēs', 'tags': ['plural', 'nominative']}, {'form': 'finēs', 'tags': ['plural', 'vocative']}, {'form': 'finĕm', 'tags': ['singular', 'accusative']}, {'form': 'finēs', 'tags': ['plural', 'accusative']}, {'form': 'finĭs', 'tags': ['singular', 'genitive']}, {'form': 'finiŭm', 'tags': ['plural', 'genitive']}, {'form': 'finī', 'tags': ['singular', 'dative']}, {'form': 'finĭbŭs', 'tags': ['plural', 'dative']}, {'form': 'finĕ', 'tags': ['singular', 'ablative']}, {'form': 'finĭbŭs', 'tags': ['plural', 'ablative']}]","['confinement', 'confiner', 'confins', 'définir', 'définition', 'final', 'finalement', 'finalisation', 'finaliser', 'finalisme', 'finaliste', 'finalité', 'finance', 'financer', 'financement', 'financier', 'fini', 'finir', 'finissage', 'finissant', 'finisseur', 'finisseuse', 'finissure', 'finition', 'finitude', 'infini', 'infinité', 'demi-fini', 'fin', 'finale', 'finalitaire', 'finissement', 'finitif', 'finitisme', 'finitiste', 'finité', 'infiniste', 'infinitaire', 'infinitisme', 'infinitiste', 'infinitude', 'infinitéisme', 'semi-fini', 'semifini']",['Suffixation'],"['fiuo', 'fī']",fī,"[['fiuo', 'ficher [en terre, en paix]'], ['fī', 'confins, frontière, limite, borne, clôture']]",latin,fin,"['confinement', 'confiner', 'confins', 'définir', 'définition', 'final', 'finalement', 'finalisation', 'finaliser', 'finalisme', 'finaliste', 'finalité', 'finance', 'financer', 'financement', 'financier', 'fini', 'finir', 'finissage', 'finissant', 'finisseur', 'finisseuse', 'finissure', 'finition', 'finitude', 'infini', 'infinité', 'demi-fini', 'fin', 'finale', 'finalitaire', 'finissement', 'finitif', 'finitisme', 'finitiste', 'finité', 'infiniste', 'infinitaire', 'infinitisme', 'infinitiste', 'infinitude', 'infinitéisme', 'semi-fini', 'semifini']"
scolaire,Adjectif,"[""Qui se rapporte à l’école, que ce soit à l'enseignement qui y est prodigué, aux bâtiments qu'elle occupe ou aux personnes qui la fréquentent, notamment les élèves.""]","['Du latin scholaris, de schola (« école »).']","[['Dérivé de schola (« école »), avec le suffixe -aris.'], ['Du grec ancien σχολή, skholế.'], ['Comme σχῆμα, skhếma, dérivé de ou apparenté\u202f^([1]) à ἔχω, ékhô (« posséder »), le sens étymologique semble être : « qui est maitre de soi », « qui a du temps, du loisir ». Sur le même radical indo-européen *segh-, le gaulois a *sego (« maitre de soi », « fort, non soumis ») → voir Segodunum, Segovia et Segobriga.'], 'Repos.']","[{'form': 'σχολαί', 'tags': ['plural', 'nominative'], 'article': 'αἱ'}, {'form': 'σχολά', 'tags': ['dual', 'nominative'], 'article': 'τὼ'}, {'form': 'σχολαί', 'tags': ['plural', 'vocative']}, {'form': 'σχολά', 'tags': ['dual', 'vocative']}, {'form': 'σχολήν', 'tags': ['singular', 'accusative'], 'article': 'τὴν'}, {'form': 'σχολάς', 'tags': ['plural', 'accusative'], 'article': 'τὰς'}, {'form': 'σχολά', 'tags': ['dual', 'accusative'], 'article': 'τὼ'}, {'form': 'σχολῆς', 'tags': ['singular', 'genitive'], 'article': 'τῆς'}, {'form': 'σχολῶν', 'tags': ['plural', 'genitive'], 'article': 'τῶν'}, {'form': 'σχολαῖν', 'tags': ['dual', 'genitive'], 'article': 'τοῖν'}, {'form': 'σχολῇ', 'tags': ['singular', 'dative'], 'article': 'τῇ'}, {'form': 'σχολαῖς', 'tags': ['plural', 'dative'], 'article': 'ταῖς'}, {'form': 'σχολαῖν', 'tags': ['dual', 'dative'], 'article': 'τοῖν'}, {'form': 'σχολά'}]","['intrascolaire', 'parascolaire', 'périscolaire', 'postscolaire', 'préscolaire', 'scolairement', 'scolarisation', 'scolariser', 'scolarité', 'scolastique', 'scholasticide', 'extra-scolaire', 'extrascolaire', 'interscolaire', 'interscolarité', 'péri-scolaire', 'scholariat', 'scholarité', 'scolaire', 'scolariat', 'scolarisable', 'scolaritude', 'école', 'écolette', 'écolier', 'écolo', 'écologie', 'écologique', 'écologisme', 'écologiste', 'œcologie']",['Suffixe'],"['-aris', 'schola']",scholaris,"[['schola', 'école'], ['σχολή', 'école'], ['σχῆμα', 'schéma'], ['ἔχω', 'posséder'], ['σχῆμα', 'schéma']]",latin,scholaris,"['intrascolaire', 'parascolaire', 'périscolaire', 'postscolaire', 'préscolaire', 'scolairement', 'scolarisation', 'scolariser', 'scolarité', 'scolastique', 'scholasticide', 'extra-scolaire', 'extrascolaire', 'interscolaire', 'interscolarité', 'péri-scolaire', 'scholariat', 'scholarité', 'scolaire', 'scolariat', 'scolarisable', 'scolaritude', 'école', 'écolette', 'écolier', 'écolo', 'écologie', 'écologique', 'écologisme', 'écologiste', 'œcologie']"
groupe,Nom commun,"['Ensemble de personnes, d’animaux.']","['Emprunté à l’italien gruppo (« nœud »), du germanique *kruppa (« masse arrondie »). C’est Évariste Galois qui vers 1830 utilisa le premier ce mot dans son sens mathématique.']",[],[],"['dégroupement', 'dégrouper', 'groupage', 'groupal', 'groupalement', 'groupé', 'grouper', 'groupement', 'groupeur', 'groupie', 'groupisme', 'groupiste', 'groupoïde', 'groupusculaire', 'groupuscule', 'intragroupe', 'ensemble', 'florilège', 'ribambelle', 'procession', 'troupe', 'dégroupage', 'groupalité', 'groupe', 'regroupage', 'regroupement', 'regrouper']",['Emprunté'],"['gru-', 'kruppa']",groupe,"[['germanique', '*kruppa', 'masse arrondie'], ['italien', 'gruppo', 'nœud']]",italien,groupe,"['dégroupement', 'dégrouper', 'groupage', 'groupal', 'groupalement', 'groupé', 'grouper', 'groupement', 'groupeur', 'groupie', 'groupisme', 'groupiste', 'groupoïde', 'groupusculaire', 'groupuscule', 'intragroupe', 'ensemble', 'florilège', 'ribambelle', 'procession', 'troupe', 'dégroupage', 'groupalité', 'regroupage', 'regroupement', 'regrouper']"
comestible,Adjectif,"['Qui peut servir d’aliment à l’humain, que l’on peut consommer sans se blesser ni s’intoxiquer.']",['Du latin comestibilis (« mangeable »).'],"[['Dérivé de comestus, avec le suffixe -bilis.'], 'Participe passé de comedo.']","[{'form': 'comestă', 'tags': ['singular', 'feminine', 'nominative']}, {'form': 'comestum', 'tags': ['singular', 'neuter', 'nominative']}, {'form': 'comestī', 'tags': ['plural', 'masculine', 'nominative']}, {'form': 'comestae', 'tags': ['plural', 'feminine', 'nominative']}, {'form': 'comestă', 'tags': ['plural', 'neuter', 'nominative']}, {'form': 'comeste', 'tags': ['singular', 'masculine', 'vocative']}, {'form': 'comestă', 'tags': ['singular', 'feminine', 'vocative']}, {'form': 'comestum', 'tags': ['singular', 'neuter', 'vocative']}, {'form': 'comestī', 'tags': ['plural', 'masculine', 'vocative']}, {'form': 'comestae', 'tags': ['plural', 'feminine', 'vocative']}, {'form': 'comestă', 'tags': ['plural', 'neuter', 'vocative']}, {'form': 'comestum', 'tags': ['singular', 'masculine', 'accusative']}, {'form': 'comestăm', 'tags': ['singular', 'feminine', 'accusative']}, {'form': 'comestum', 'tags': ['singular', 'neuter', 'accusative']}, {'form': 'comestōs', 'tags': ['plural', 'masculine', 'accusative']}, {'form': 'comestās', 'tags': ['plural', 'feminine', 'accusative']}, {'form': 'comestă', 'tags': ['plural', 'neuter', 'accusative']}, {'form': 'comestī', 'tags': ['singular', 'masculine', 'genitive']}, {'form': 'comestae', 'tags': ['singular', 'feminine', 'genitive']}, {'form': 'comestī', 'tags': ['singular', 'neuter', 'genitive']}, {'form': 'comestōrŭm', 'tags': ['plural', 'masculine', 'genitive']}, {'form': 'comestārŭm', 'tags': ['plural', 'feminine', 'genitive']}, {'form': 'comestōrŭm', 'tags': ['plural', 'neuter', 'genitive']}, {'form': 'comestō', 'tags': ['singular', 'masculine', 'dative']}, {'form': 'comestae', 'tags': ['singular', 'feminine', 'dative']}, {'form': 'comestō', 'tags': ['singular', 'neuter', 'dative']}, {'form': 'comestīs', 'tags': ['plural', 'masculine', 'dative']}, {'form': 'comestīs', 'tags': ['plural', 'feminine', 'dative']}, {'form': 'comestīs', 'tags': ['plural', 'neuter', 'dative']}, {'form': 'comestō', 'tags': ['singular', 'masculine', 'ablative']}, {'form': 'comestā', 'tags': ['singular', 'feminine', 'ablative']}, {'form': 'comestō', 'tags': ['singular', 'neuter', 'ablative']}, {'form': 'comestīs', 'tags': ['plural', 'masculine', 'ablative']}, {'form': 'comestīs', 'tags': ['plural', 'feminine', 'ablative']}, {'form': 'comestīs', 'tags': ['plural', 'neuter', 'ablative']}]","['comestibiliser', 'comestibilité', 'potable', 'innocuité', 'immangeable', 'incomestible', 'vénéneux', 'toxique', 'comestible', 'géophagisme', 'manducation', 'mangeable', 'mangeage', 'mangement', 'manger', 'mangerie', 'mangeur', 'mangeuse', 'remanger']",['Participe passé'],"['comestus', 'edo']",comest-,"[['comestus', 'mangeable'], ['edo', 'manger']]",latin,comest-,"['comestibiliser', 'comestibilité', 'potable', 'innocuité', 'immangeable', 'incomestible', 'vénéneux', 'toxique', 'comestible', 'géophagisme', 'manducation', 'mangeable', 'mangeage', 'mangement', 'manger', 'mangerie', 'mangeur', 'mangeuse', 'remanger']"
chien,Nom commun,"['Mammifère carnivore de la famille des Canidés, apparenté au loup (dont il est considéré comme une sous-espèce) et domestiqué par l’être humain, existant sous de nombreuses races aux morphologies variables, de nom scientifique : Canis lupus familiaris.']","['Du moyen français chien, de l’ancien français chien, du latin canem (« chien, chienne »), accusatif singulier de canis.']",['Accusatif singulier de canis.'],[],"['chiennage', 'chiennaille', 'chienne', 'chienner', 'chiennerie', 'chiennesque', 'chienneté', 'chiennetier', 'vespachien', 'vespachienne', 'cabot', 'cagouince', 'chienchien', 'clébard', 'clebs', 'corniaud', 'Fido', 'jaspineur', 'molosse', 'pitou', 'roquet', 'toutou', 'viausse', 'sergent', 'décanisation', 'décaniser', 'canicide', 'canicule', 'canin', 'canine', 'chenet', 'chenil', 'chenille', 'chiendent', 'chiot', 'cynique', 'cynophile', 'cynophilie', '🐕', '🐕🦺', 'aboi', 'aboiement', 'jappement', 'Médor', 'Rex', 'caninerie', 'caninette', 'caninité', 'canisette', 'chien', 'chienerie', 'chiennet', 'cynicitude', 'cynisme', 'Chien']",[],['can-'],Canis,"[['canis', 'chien, chienne']]",latin,chien,"['chiennage', 'chiennaille', 'chienne', 'chienner', 'chiennerie', 'chiennesque', 'chienneté', 'chiennetier', 'vespachien', 'vespachienne', 'cabot', 'cagouince', 'chienchien', 'clébard', 'clebs', 'corniaud', 'Fido', 'jaspineur', 'molosse', 'pitou', 'roquet', 'toutou', 'viausse', 'sergent', 'décanisation', 'décaniser', 'canicide', 'canicule', 'canin', 'canine', 'chenet', 'chenil', 'chenille', 'chiendent', 'chiot', 'cynique', 'cynophile', 'cynophilie', '🐕', '🐕🦺', 'aboi', 'aboiement', 'jappement', 'Médor', 'Rex', 'caninerie', 'caninette', 'caninité', 'canisette', 'chien', 'chienerie', 'chiennet', 'cynicitude', 'cynisme', 'Chien']"
pancalisme,Nom commun,['Doctrine esthétique qui prône que tout doit être considéré sous l’aspect du beau.'],"['Du grec ancien πάγκαλος, pankalos (« tout beau ») et -isme.']","[['Motcomposé de πᾶς, pâs (« tout ») et de καλός, kalós (« bon, beau »).'], ['Étymologie obscure :', 'il est pour *k̂u̯āḫnt-, le composé ἅπας (« plein, pur ») correspondant au latin inciens (« pleine, enceinte »), de l’indo-européen commun *k̂eu- (« gonfler, enfler »). Mais de *k̂eu- dérivent les mots en *\\k\\ κύος (« fœtus ») et ἔγκυος (« plein, enceint ») ;', 'il est peut-être apparenté au latin quam, quantus (« combien ») exprimant la quantité avec une évolution de *\\kʷ\\ à *\\p\\ régulière en grec : voir ποῖος, πη ;', 'de l’indo-européen commun *ph₂ent\u202f^([2]) ;', 'apparenté\u202f^([3]) à πάομαι (« acquérir »).'], 'Chaque.']","[{'form': 'πᾶσα', 'tags': ['singular', 'feminine', 'nominative']}, {'form': 'πᾶν', 'tags': ['singular', 'neuter', 'nominative']}, {'form': 'πᾶσα', 'tags': ['singular', 'feminine', 'vocative']}, {'form': 'πᾶν', 'tags': ['singular', 'neuter', 'vocative']}, {'form': 'πάντα', 'tags': ['singular', 'masculine', 'accusative']}, {'form': 'πᾶσαν', 'tags': ['singular', 'feminine', 'accusative']}, {'form': 'πᾶν', 'tags': ['singular', 'neuter', 'accusative']}, {'form': 'παντός', 'tags': ['singular', 'masculine', 'genitive']}, {'form': 'πάσης', 'tags': ['singular', 'feminine', 'genitive']}, {'form': 'παντός', 'tags': ['singular', 'neuter', 'genitive']}, {'form': 'παντί', 'tags': ['singular', 'masculine', 'dative']}, {'form': 'πάσῃ', 'tags': ['singular', 'feminine', 'dative']}, {'form': 'παντί', 'tags': ['singular', 'neuter', 'dative']}, {'form': 'πάντε', 'tags': ['dual', 'masculine', 'nominative']}, {'form': 'πάσα', 'tags': ['dual', 'feminine', 'nominative']}, {'form': 'πάντε', 'tags': ['dual', 'neuter', 'nominative']}, {'form': 'πάντε', 'tags': ['dual', 'masculine', 'vocative']}, {'form': 'πάσα', 'tags': ['dual', 'feminine', 'vocative']}, {'form': 'πάντε', 'tags': ['dual', 'neuter', 'vocative']}, {'form': 'πάντε', 'tags': ['dual', 'masculine', 'accusative']}, {'form': 'πάσα', 'tags': ['dual', 'feminine', 'accusative']}, {'form': 'πάντε', 'tags': ['dual', 'neuter', 'accusative']}, {'form': 'παντοῖν', 'tags': ['dual', 'masculine', 'genitive']}, {'form': 'πάσαιν', 'tags': ['dual', 'feminine', 'genitive']}, {'form': 'παντοῖν', 'tags': ['dual', 'neuter', 'genitive']}, {'form': 'παντοῖν', 'tags': ['dual', 'masculine', 'dative']}, {'form': 'πάσαιν', 'tags': ['dual', 'feminine', 'dative']}, {'form': 'παντοῖν', 'tags': ['dual', 'neuter', 'dative']}, {'form': 'πάντες', 'tags': ['plural', 'masculine', 'nominative']}, {'form': 'πᾶσαι', 'tags': ['plural', 'feminine', 'nominative']}, {'form': 'πάντα', 'tags': ['plural', 'neuter', 'nominative']}, {'form': 'πάντες', 'tags': ['plural', 'masculine', 'vocative']}, {'form': 'πᾶσαι', 'tags': ['plural', 'feminine', 'vocative']}, {'form': 'πάντα', 'tags': ['plural', 'neuter', 'vocative']}, {'form': 'πάντας', 'tags': ['plural', 'masculine', 'accusative']}, {'form': 'πάσας', 'tags': ['plural', 'feminine', 'accusative']}, {'form': 'πάντα', 'tags': ['plural', 'neuter', 'accusative']}, {'form': 'πάντων', 'tags': ['plural', 'masculine', 'genitive']}, {'form': 'πασῶν', 'tags': ['plural', 'feminine', 'genitive']}, {'form': 'πάντων', 'tags': ['plural', 'neuter', 'genitive']}, {'form': 'πᾶσι(ν)', 'tags': ['plural', 'masculine', 'dative']}, {'form': 'πάσαις', 'tags': ['plural', 'feminine', 'dative']}, {'form': 'πᾶσι(ν)', 'tags': ['plural', 'neuter', 'dative']}, {'form': 'ϖᾶς', 'tags': ['canonical']}, {'form': 'παῖς', 'raw_tags': ['Éolien']}]","['pancaliste', 'aphrodisme', 'beau', 'pancalisme', 'Beau']",[],"['πα-', 'πᾶς', 'καλός']",,"[['πᾶς', 'tout'], ['καλός', 'bon, beau']]",grec ancien,,"['pancaliste', 'aphrodisme', 'beau', 'pancalisme', 'Beau']"
mont,Nom commun,"['Montagne. Il s’emploie surtout dans certaines expressions géographiques consacrées par l’usage. Au pluriel, le terme géographique est généralement suivi de la préposition de.']","['Du latin mons, montis (« mont »).']","[['Étymologie obscure :', 'Lewis et Short\u202f^([1]) proposent de le rattacher à un radical indo-européen commun *men (« dominer ») et de l’apparenter à emineo, mentum, minari et minae → voir promontorium et promunturium. On peut le rapprocher au mot albanais mal (« montagne »).', 'Il est apparenté\u202f^([2]) au breton menez (« mont »), au radical *men (« dominer ») cité ci-dessus mais aussi *mon- (« tourner, cou ») qui donne monile (« collier ») selon la même métaphore qui, sur un autre radical, lie le latin circus (« cercle, cirque ») et le tchèque krk (« cou »).'], 'Mont, montagne.']","[{'form': 'montēs', 'tags': ['plural', 'nominative']}, {'form': 'montēs', 'tags': ['plural', 'vocative']}, {'form': 'montĕm', 'tags': ['singular', 'accusative']}, {'form': 'montēs', 'tags': ['plural', 'accusative']}, {'form': 'montĭs', 'tags': ['singular', 'genitive']}, {'form': 'montiŭm', 'tags': ['plural', 'genitive']}, {'form': 'montī', 'tags': ['singular', 'dative']}, {'form': 'montĭbŭs', 'tags': ['plural', 'dative']}, {'form': 'montĕ', 'tags': ['singular', 'ablative']}, {'form': 'montĭbŭs', 'tags': ['plural', 'ablative']}]","['amont', 'cismontain', 'montain', 'monter', 'monteux', 'montille', 'outremonts', 'piémont', 'transmontain', 'ultramontain', 'Montfaucon', 'Montmartre', 'Montréal', 'Montrouge', 'Outremont', 'Rosemont', 'Rougemont', 'monceau', 'monticole', 'monticule', 'mont', 'montueux', 'montuosité']",[],"['mons', 'men', 'mon-', 'circus', 'krk']",mont,"[['mons', 'mont'], ['men', 'dominer'], ['mon-', 'tourner, cou'], ['circus', 'cercle, cirque'], ['krk', 'cou']]",latin,mont,"['amont', 'cismontain', 'montain', 'monter', 'monteux', 'montille', 'outremonts', 'piémont', 'transmontain', 'ultramontain', 'Montfaucon', 'Montmartre', 'Montréal', 'Montrouge', 'Outremont', 'Rosemont', 'Rougemont', 'monceau', 'monticole', 'monticule', 'montueux', 'montuosité']"
fabisme,Nom commun,['Variante orthographique de favisme.'],['Du latin faba (« fève ») avec le suffixe -isme.'],"[[""De l’indo-européen commun *bhabha (« fruit sec »)\u202f^([1]), qui donne bob en tchèque, bób en polonais, боб, bob en russe. La racine indoeuropéenne semble un redoublement d'un radical *bha que l’on retrouve dans le grec ancien φάσηλος, phásêlos, l’allemand Bohne, l’anglais bean, le latin baca (« fruit du laurier, baie »).""], 'Fève.']","[{'form': 'fabă', 'tags': ['singular', 'nominative']}, {'form': 'fabae', 'tags': ['plural', 'nominative']}, {'form': 'fabă', 'tags': ['singular', 'vocative']}, {'form': 'fabae', 'tags': ['plural', 'vocative']}, {'form': 'fabăm', 'tags': ['singular', 'accusative']}, {'form': 'fabās', 'tags': ['plural', 'accusative']}, {'form': 'fabae', 'tags': ['singular', 'genitive']}, {'form': 'fabārŭm', 'tags': ['plural', 'genitive']}, {'form': 'fabae', 'tags': ['singular', 'dative']}, {'form': 'fabīs', 'tags': ['plural', 'dative']}, {'form': 'fabā', 'tags': ['singular', 'ablative']}, {'form': 'fabīs', 'tags': ['plural', 'ablative']}]","['fabisme', 'favisme', 'fève', 'fèveraie', 'févette']",[],['-isme'],faba,"[['faba', 'fève'], ['*bhabha', 'fruit sec']]",latin,faba,"['fabisme', 'favisme', 'fève', 'fèveraie', 'févette']"
boire,Verbe,['Mettre un liquide dans sa bouche et l’avaler.'],"['Du latin bĭbĕre (« boire ») qui donne l’ancien français bevvre, beivre, boivre. Le radical bev- (bevons, bevez, bevant) est devenu beuv- puis buv- par labialisation ; beuv- a été conservé dans beuverie (→ voir breuvage).']",['Infinitif de bibo.'],[],"['buvard', 'déboire', 'pourboire', 'reboire', 'bessonner', 'écluser', 'picoler', 's’enivrer', 'imbiber', 'imprégner', 'beuverie', 'boisson', 'breuvage', 'buvable', 'fourbu', 'imbuvable', 'bibition', 'boire', 'bu', 'buvetier', 'buvette', 'buveur', 'buveuse', 'emboire', 'embuvage', 'impotable', 'potabilité', 'potable', 'potion']",[],['bib-'],bib-,"[['bibo', 'boire'], ['bev-', 'boire'], ['beu-', 'boire'], ['bu-', 'boire']]",latin,bebvre,"['buvard', 'déboire', 'pourboire', 'reboire', 'bessonner', 'écluser', 'picoler', 's’enivrer', 'imbiber', 'imprégner', 'beuverie', 'boisson', 'breuvage', 'buvable', 'fourbu', 'imbuvable', 'bibition', 'boire', 'bu', 'buvetier', 'buvette', 'buveur', 'buveuse', 'emboire', 'embuvage', 'impotable', 'potabilité', 'potable', 'potion']"
